"","YEAR","WEEK","inci.B"
"403",2011,38,9517.66451735789
"404",2011,39,7106.25778501606
"405",2011,40,10593.7574807094
"406",2011,41,9323.09723841999
"407",2011,42,9134.41912465005
"408",2011,43,13045.8856575827
"409",2011,44,10018.6705208437
"410",2011,45,15607.8631283476
"411",2011,46,11968.3198396714
"412",2011,47,23923.2961518223
"413",2011,48,16675.6751529119
"414",2011,49,20150.4200195542
"415",2011,50,21208.2816091519
"416",2011,51,26983.9802384171
"417",2011,52,21849.3808175769
"418",2012,1,21370.599366431
"419",2012,2,13558.0019018174
"420",2012,3,17293.7006140624
"421",2012,4,28867.171309132
"422",2012,5,40096.4929727862
"423",2012,6,50938.068416786
"424",2012,7,61448.4722394019
"425",2012,8,67604.5516879426
"426",2012,9,86559.6274008914
"427",2012,10,95791.880758695
"428",2012,11,162031.193154584
"429",2012,12,178887.017555059
"430",2012,13,178680.96000517
"431",2012,14,215673.6103078
"432",2012,15,221603.465910722
"433",2012,16,238970.612703219
"434",2012,17,222228.595121561
"435",2012,18,237092.602922896
"436",2012,19,268614.738405343
"437",2012,20,264671.619496916
"438",2012,21,279152.187022236
"439",2012,22,277385.607991751
"440",2012,23,235205.475902287
"441",2012,24,210405.253509277
"442",2012,25,134990.481723392
"443",2012,26,169535.804082253
"444",2012,27,98371.6290125451
"445",2012,28,58199.7864409739
"446",2012,29,64698.3747467397
"447",2012,30,44885.4824557322
"448",2012,31,45650.1145888628
"449",2012,32,31372.7646820084
"450",2012,33,30573.9337730284
"451",2012,34,27588.0956134645
"452",2012,35,22867.7000523915
"453",2012,36,38900.6222815151
"454",2012,37,50026.897063251
"455",2012,38,45777.4174600169
"456",2012,39,69011.9583539283
"457",2012,40,65486.2926159675
"458",2012,41,80213.4545474371
"459",2012,42,97026.8839597209
"460",2012,43,114235.261470273
"461",2012,44,134865.017367801
"462",2012,45,181875.468732923
"463",2012,46,219038.643181939
"464",2012,47,359635.819913663
"465",2012,48,377675.481364042
"466",2012,49,538562.38742553
"467",2012,50,664258.322738029
"468",2012,51,978741.146749529
"469",2012,52,1254204.05285788
"470",2013,1,910914.549100713
"471",2013,2,822520.409644678
"472",2013,3,808669.590817981
"473",2013,4,835636.627301273
"474",2013,5,830723.789846011
"475",2013,6,836176.625489655
"476",2013,7,858163.97283601
"477",2013,8,924006.488547336
"478",2013,9,894000.900309109
"479",2013,10,953173.357628882
"480",2013,11,926624.298181831
"481",2013,12,781911.908325308
"482",2013,13,678214.39300892
"483",2013,14,558774.079577738
"484",2013,15,372620.356216712
"485",2013,16,248567.965260164
"486",2013,17,189087.877668107
"487",2013,18,170297.376511318
"488",2013,19,139438.175888891
"489",2013,20,113838.246482209
"490",2013,21,107393.427974133
"491",2013,22,95545.3868088753
"492",2013,23,73054.7332391444
"493",2013,24,62584.6693572795
"494",2013,25,53899.7007941467
"495",2013,26,26816.6761042892
"496",2013,27,29101.1232518037
"497",2013,28,13828.6636995166
"498",2013,29,14171.1703686332
"499",2013,30,11001.5657738024
"500",2013,31,19758.8908885283
"501",2013,32,11853.9525066176
"502",2013,33,13136.4396811621
"503",2013,34,3058.83204504753
"504",2013,35,9840.22957790132
"505",2013,36,13635.1817061303
"506",2013,37,6709.49961084535
"507",2013,38,21505.4919306335
"508",2013,39,17374.7710098406
"509",2013,40,20446.1711914473
"510",2013,41,21131.5226007886
"511",2013,42,17837.3677546207
"512",2013,43,10325.8333705026
"513",2013,44,30818.8376292257
"514",2013,45,30133.0481690552
"515",2013,46,26086.8912768156
"516",2013,47,39922.7302694852
"517",2013,48,37575.1502077358
"518",2013,49,47624.6771700024
"519",2013,50,36767.1489527168
"520",2013,51,45936.9187691423
"521",2013,52,82145.5625217955
"522",2014,1,66126.2156874875
"523",2014,2,54801.5072530871
"524",2014,3,78861.4846210032
"525",2014,4,115494.900053799
"526",2014,5,109606.589471045
"527",2014,6,140240.297968986
"528",2014,7,141817.955333427
"529",2014,8,150019.820220273
"530",2014,9,162108.998391665
"531",2014,10,192601.403633965
"532",2014,11,209968.348155056
"533",2014,12,333207.313474399
"534",2014,13,384047.290600598
"535",2014,14,460518.267531342
"536",2014,15,484532.98762125
"537",2014,16,373955.57973499
"538",2014,17,331041.645363892
"539",2014,18,304949.571768485
"540",2014,19,274279.215498482
"541",2014,20,245715.346551658
"542",2014,21,201010.357522288
"543",2014,22,184368.298320995
"544",2014,23,135258.541610543
"545",2014,24,114865.073096881
"546",2014,25,99455.5712570892
"547",2014,26,93836.5833834365
"548",2014,27,83584.9034532299
"549",2014,28,60533.2772928516
"550",2014,29,52266.5996949904
"551",2014,30,40978.6651403514
"552",2014,31,23942.5328732799
"553",2014,32,19313.6872270941
"554",2014,33,29762.7839275664
"555",2014,34,33422.4347678352
"556",2014,35,30507.9383295909
"557",2014,36,26796.1307844177
"558",2014,37,21682.5080417929
"559",2014,38,37962.3689071373
"560",2014,39,45531.4915908504
"561",2014,40,44239.1056781253
"562",2014,41,61273.7594723912
"563",2014,42,62978.3841132272
"564",2014,43,50725.4547964828
"565",2014,44,54145.0960104835
"566",2014,45,61871.0787689432
"567",2014,46,56702.2105975699
"568",2014,47,64560.2953100268
"569",2014,48,90476.1603824491
"570",2014,49,89900.8708058557
"571",2014,50,117674.811124225
"572",2014,51,124902.832957112
"573",2014,52,180077.204458606
"574",2014,53,166947.96600095
"575",2015,1,125934.155097438
"576",2015,2,167212.570915707
"577",2015,3,212597.637695552
"578",2015,4,234747.104468641
"579",2015,5,270111.474319943
"580",2015,6,315334.63523108
"581",2015,7,375726.395393085
"582",2015,8,381434.012462097
"583",2015,9,494248.622106436
"584",2015,10,590696.200711873
"585",2015,11,564308.938061464
"586",2015,12,560794.447996007
"587",2015,13,565551.192891825
"588",2015,14,482725.824126543
"589",2015,15,348308.770845646
"590",2015,16,264198.22234085
"591",2015,17,235504.031623053
"592",2015,18,230826.198643792
"593",2015,19,160334.545898784
"594",2015,20,135284.607582291
"595",2015,21,97667.4504340652
"596",2015,22,79276.477089872
"597",2015,23,67822.977875304
"598",2015,24,39560.5248765827
"599",2015,25,26484.9947383303
"600",2015,26,19706.8969965655
"601",2015,27,19013.5002343981
"602",2015,28,19488.1814034669
"603",2015,29,11162.596675819
"604",2015,30,4892.27388344017
"605",2015,31,9894.14858026094
"606",2015,32,7496.7418578683
"607",2015,33,8420.89174743
"608",2015,34,10596.1440712467
"609",2015,35,14650.7840416693
"610",2015,36,18384.5870074702
"611",2015,37,21259.6589287206
"612",2015,38,19635.6951306768
"613",2015,39,22473.1583973505
"614",2015,40,16381.6180623133
"615",2015,41,19080.2554522022
"616",2015,42,20030.4433984395
"617",2015,43,19745.8732401241
"618",2015,44,23957.0557799117
"619",2015,45,30577.1992401545
"620",2015,46,32806.683152326
"621",2015,47,40258.9772828916
"622",2015,48,33022.6642444235
"623",2015,49,41830.3191938858
"624",2015,50,75552.4112378816
"625",2015,51,89791.4006916367
"626",2015,52,97949.2205058587
"627",2016,1,77539.3580457449
"628",2016,2,110937.446790909
"629",2016,3,153006.907581224
"630",2016,4,193654.173203828
"631",2016,5,263684.944783035
"632",2016,6,398746.570208699
"633",2016,7,526943.643333601
"634",2016,8,573036.46292606
"635",2016,9,647458.232400214
"636",2016,10,762463.425523464
"637",2016,11,625498.375985047
"638",2016,12,579154.630025836
"639",2016,13,546081.695665742
"640",2016,14,476653.947070172
"641",2016,15,490149.086060163
"642",2016,16,513668.673508411
"643",2016,17,424199.725867489
"644",2016,18,324358.458673233
"645",2016,19,258711.714157473
"646",2016,20,210561.570374113
"647",2016,21,179320.35655362
"648",2016,22,122243.181029555
"649",2016,23,93076.6058481492
"650",2016,24,46707.4399217816
"651",2016,25,47114.9812397069
"652",2016,26,33801.7977045211
"653",2016,27,23581.7994003239
"654",2016,28,19333.8153729968
"655",2016,29,17549.7479427111
"656",2016,30,17268.6313137345
"657",2016,31,10590.0229699596
"658",2016,32,20166.3865148156
"659",2016,33,13952.3981804267
"660",2016,34,17191.3745165032
"661",2016,35,23716.1926143217
"662",2016,36,28874.7113552664
"663",2016,37,31137.5865129226
"664",2016,38,32582.1098187391
"665",2016,39,37168.7166262863
"666",2016,40,28848.4106305344
"667",2016,41,27578.701110246
"668",2016,42,30741.9147479288
"669",2016,43,28009.6754742916
"670",2016,44,39076.481420942
"671",2016,45,37256.866788173
"672",2016,46,45356.6824938321
"673",2016,47,62428.7482319289
"674",2016,48,58466.9477772233
"675",2016,49,60702.1244287526
"676",2016,50,77721.6580149347
"677",2016,51,135651.697499681
"678",2016,52,156278.803063888
"679",2017,1,131217.7511126
"680",2017,2,154862.250773494
"681",2017,3,229754.145022531
"682",2017,4,273950.898023116
"683",2017,5,407662.38425003
"684",2017,6,663428.912963556
"685",2017,7,857027.475913315
"686",2017,8,1004982.79129428
"687",2017,9,755952.562882972
"688",2017,10,867680.196733578
"689",2017,11,998583.605852631
"690",2017,12,1209734.15586999
"691",2017,13,1207786.31036682
"692",2017,14,913681.006058264
"693",2017,15,662206.186283674
"694",2017,16,441376.824563472
"695",2017,17,292219.050355593
"696",2017,18,235829.404152542
"697",2017,19,207867.630587484
"698",2017,20,191074.7525933
"699",2017,21,154771.018966495
"700",2017,22,147914.784888499
"701",2017,23,111528.79731218
"702",2017,24,77557.5528943849
"703",2017,25,60891.6874654368
"704",2017,26,50869.4403680968
"705",2017,27,40905.2735928093
"706",2017,28,32312.3897043163
"707",2017,29,21368.725059939
"708",2017,30,28012.77645268
"709",2017,31,17446.3184492889
"710",2017,32,30402.397179448
"711",2017,33,18119.057646673
"712",2017,34,22783.9453263713
"713",2017,35,25355.1676694861
"714",2017,36,28720.8042602547
"715",2017,37,31420.2148842607
"716",2017,38,29408.4287859275
"717",2017,39,24866.8809551701
"718",2017,40,33441.7452570693
"719",2017,41,29730.3962236117
"720",2017,42,29812.3820652784
"721",2017,43,43797.6470923973
"722",2017,44,70566.6328440711
"723",2017,45,74938.3760834936
"724",2017,46,109851.095222501
"725",2017,47,127978.732009633
"726",2017,48,141455.150044316
"727",2017,49,236705.355925772
"728",2017,50,294102.023115193
"729",2017,51,567434.591437404
"730",2017,52,759141.681492209
"731",2018,1,827130.427331548
"732",2018,2,954206.991579764
"733",2018,3,1282536.4292922
"734",2018,4,1666680.43004753
"735",2018,5,2319307.58571289
"736",2018,6,2660669.43897397
"737",2018,7,2623430.21176566
"738",2018,8,1992394.62641704
"739",2018,9,1236961.54645076
"740",2018,10,988235.475706089
"741",2018,11,944316.814852823
"742",2018,12,849279.367049631
"743",2018,13,838663.964068527
"744",2018,14,649957.783252219
"745",2018,15,511908.699126494
"746",2018,16,393742.729037762
"747",2018,17,318734.088273831
"748",2018,18,236945.453240633
"749",2018,19,146932.432294806
"750",2018,20,82469.4921166506
"751",2018,21,64592.5051473014
"752",2018,22,37556.2350919049
"753",2018,23,32523.6787187009
"754",2018,24,27043.1372385102
"755",2018,25,16686.2552731388
"756",2018,26,10730.5020138756
"757",2018,27,12277.5628157636
"758",2018,28,6686.30664457656
"759",2018,29,7906.71311213191
"760",2018,30,6738.0508841226
"761",2018,31,6240.35966597938
"762",2018,32,8645.18433553646
"763",2018,33,7635.38207074695
"764",2018,34,11126.556588702
"765",2018,35,12244.5115145962
"766",2018,36,19881.0777286678
"767",2018,37,16246.6622036889
"768",2018,38,22199.8064426764
"769",2018,39,14800.5336647315
"770",2018,40,23856.1196271544
"771",2018,41,24410.1806923162
"772",2018,42,26332.7573408188
"773",2018,43,29206.6650238446
"774",2018,44,27653.6165154009
"775",2018,45,28873.1664032396
"776",2018,46,29199.6062586837
"777",2018,47,25482.8804932648
"778",2018,48,29358.4220548375
"779",2018,49,41307.3747657184
"780",2018,50,53134.3856732728
"781",2018,51,59116.2096877
"782",2018,52,83126.9925976847
"783",2019,1,46211.0560301982
"784",2019,2,58124.0214820371
"785",2019,3,55582.2383798061
"786",2019,4,78275.4940207746
"787",2019,5,97055.7481604059
"788",2019,6,137650.485376824
"789",2019,7,178991.046505307
"790",2019,8,168733.871317258
"791",2019,9,135115.900668025
"792",2019,10,139916.478559344
"793",2019,11,165230.493430714
"794",2019,12,167436.65459006
"795",2019,13,172991.725047473
"796",2019,14,174682.402261161
"797",2019,15,158392.795055708
"798",2019,16,133667.683804864
"799",2019,17,115902.133200691
"800",2019,18,97729.5973998313
"801",2019,19,89758.0321493725
"802",2019,20,90569.7848333892
"803",2019,21,83057.6734689612
"804",2019,22,88417.3214829959
"805",2019,23,80466.1951359679
"806",2019,24,50359.1172412111
"807",2019,25,34277.9960794807
"808",2019,26,38373.6419938435
"809",2019,27,32246.3427006107
"810",2019,28,25583.9962435356
"811",2019,29,26428.0978089698
"812",2019,30,29497.6321695944
"813",2019,31,29639.1720300155
"814",2019,32,31405.6822445479
"815",2019,33,42068.7318470148
"816",2019,34,50089.1851478215
"817",2019,35,83630.202543391
"818",2019,36,84029.819239047
"819",2019,37,68305.1579276169
"820",2019,38,87616.8996204458
"821",2019,39,102602.128044679
"822",2019,40,44573.0180705642
"823",2019,41,58824.6075572254
"824",2019,42,65649.8461964071
"825",2019,43,111202.807946978
"826",2019,44,176476.151658857
"827",2019,45,347202.290206394
"828",2019,46,521596.394483988
"829",2019,47,793063.159274185
"830",2019,48,1036159.12152445
"831",2019,49,1043714.07570211
"832",2019,50,1638169.42748047
"833",2019,51,2821742.36238742
"834",2019,52,4470581.22403875
"835",2020,1,3288271.04020663
"836",2020,2,2381205.01372566
"837",2020,3,2575051.32034251
"838",2020,4,2899203.30999235
"839",2020,5,3193511.81160572
"840",2020,6,2995294.53751183
"841",2020,7,2264436.94158234
"842",2020,8,1728219.87213011
"843",2020,9,1256473.52604067
"844",2020,10,986967.724040533
"845",2020,11,791605.895490639
"846",2020,12,471856.130326384
"847",2020,13,146908.579712738
"848",2020,14,65980.9357281104
"849",2020,15,27782.8479415978
"850",2020,16,20467.048825429
"851",2020,17,5852.3914628126
"852",2020,18,5332.14082027287
"853",2020,19,7931.60036571648
"854",2020,20,6217.3078891761
"855",2020,21,3515.65907927777
"856",2020,22,1776.57968941644
"857",2020,23,5792.10110653286
"858",2020,24,5313.14245395116
"859",2020,25,4443.7880764138
"860",2020,26,4721.83053585921
"861",2020,27,3535.87970209132
"862",2020,28,4428.21084278878
"863",2020,29,8847.66328025452
"864",2020,30,2552.83654401741
"865",2020,31,3009.07046591129
"866",2020,32,2143.09602123356
"867",2020,33,2588.67266080096
"868",2020,34,3923.46090892614
"869",2020,35,4741.24530852891
"870",2020,36,2319.93397545646
"871",2020,37,2689.51706251758
"872",2020,38,6851.8372096126
"873",2020,39,2601.8310952769
"874",2020,40,3458.69396166892
"875",2020,41,4964.07938580439
"876",2020,42,4275.54032047394
"877",2020,43,2849.36859611273
"878",2020,44,3483.63153411904
"879",2020,45,2697.57136215369
"880",2020,46,3737.97915491083
"881",2020,47,4748.41928980216
"882",2020,48,4277.64566017612
"883",2020,49,5924.12516241186
"884",2020,50,6540.80370353643
"885",2020,51,7038.47951700059
"886",2020,52,6518.94560055156
"887",2020,53,7528.17783754686
